program,0_-2,0_-3,0_-1,1_-3,1_-2,1_-1,-1_-2,0_-4,1_-4,-1_-3,1_-5,2_-4,0_-5,-1_-4
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_241/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,19.0,37.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_600/hearts.stan,16.0,105.0,0.0,42.0,6.0,4.0,1.0,20.0,31.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_18/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,19.0,28.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_307/hearts.stan,21.0,113.0,0.0,49.0,6.0,4.0,1.0,21.0,47.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_560/hearts.stan,21.0,113.0,0.0,48.0,6.0,4.0,1.0,24.0,51.0,0.0,10.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_41/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,19.0,27.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_89/hearts.stan,15.0,107.0,0.0,40.0,6.0,4.0,1.0,19.0,33.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_471/hearts.stan,14.0,62.0,0.0,29.0,4.0,4.0,1.0,13.0,27.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_359/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_159/hearts.stan,16.0,97.0,0.0,33.0,4.0,4.0,1.0,19.0,33.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_486/hearts.stan,15.0,69.0,0.0,39.0,6.0,4.0,1.0,20.0,35.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_511/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,19.0,28.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_500/hearts.stan,14.0,61.0,0.0,28.0,4.0,4.0,1.0,16.0,28.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_245/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,19.0,28.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_176/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_338/hearts.stan,17.0,104.0,0.0,43.0,6.0,4.0,1.0,23.0,39.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_198/hearts.stan,17.0,108.0,0.0,43.0,6.0,4.0,1.0,21.0,40.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_95/hearts.stan,14.0,106.0,0.0,44.0,6.0,4.0,1.0,18.0,32.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_532/hearts.stan,18.0,107.0,0.0,46.0,6.0,4.0,1.0,18.0,29.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_292/hearts.stan,15.0,106.0,0.0,39.0,6.0,4.0,1.0,16.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_208/hearts.stan,14.0,44.0,0.0,29.0,4.0,4.0,1.0,16.0,29.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_219/hearts.stan,13.0,98.0,0.0,32.0,4.0,4.0,1.0,13.0,21.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_310/hearts.stan,17.0,109.0,0.0,44.0,6.0,4.0,1.0,22.0,39.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_404/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,39.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_238/hearts.stan,15.0,106.0,0.0,44.0,6.0,4.0,1.0,21.0,45.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_178/hearts.stan,16.0,105.0,0.0,42.0,6.0,4.0,1.0,20.0,31.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_232/hearts.stan,17.0,106.0,0.0,44.0,5.0,4.0,1.0,19.0,24.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_343/hearts.stan,14.0,100.0,0.0,31.0,4.0,4.0,1.0,14.0,27.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_450/hearts.stan,19.0,111.0,0.0,49.0,6.0,4.0,1.0,20.0,32.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_260/hearts.stan,15.0,68.0,0.0,41.0,6.0,4.0,1.0,19.0,27.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_364/hearts.stan,19.0,112.0,0.0,45.0,6.0,4.0,1.0,23.0,53.0,0.0,8.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_79/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,17.0,28.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_173/hearts.stan,15.0,50.0,0.0,41.0,6.0,4.0,1.0,19.0,24.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_63/hearts.stan,16.0,106.0,0.0,44.0,6.0,4.0,1.0,19.0,24.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_518/hearts.stan,17.0,112.0,0.0,46.0,7.0,4.0,1.0,22.0,38.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_147/hearts.stan,15.0,106.0,0.0,39.0,6.0,4.0,1.0,19.0,32.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_116/hearts.stan,15.0,102.0,0.0,41.0,6.0,4.0,1.0,21.0,25.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_473/hearts.stan,22.0,112.0,0.0,52.0,6.0,4.0,1.0,24.0,47.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_357/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,20.0,28.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_461/hearts.stan,16.0,41.0,0.0,43.0,6.0,4.0,1.0,19.0,29.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_253/hearts.stan,13.0,98.0,0.0,29.0,4.0,4.0,1.0,14.0,28.0,0.0,4.0,0.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_40/hearts.stan,17.0,112.0,0.0,46.0,7.0,4.0,1.0,22.0,36.0,0.0,6.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_90/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,17.0,28.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_59/hearts.stan,12.0,42.0,0.0,29.0,4.0,4.0,1.0,13.0,25.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_139/hearts.stan,20.0,114.0,0.0,46.0,6.0,4.0,1.0,24.0,55.0,0.0,10.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_221/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_398/hearts.stan,18.0,110.0,0.0,44.0,6.0,4.0,1.0,19.0,38.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_250/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,17.0,26.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_363/hearts.stan,20.0,114.0,0.0,46.0,6.0,4.0,1.0,24.0,55.0,0.0,10.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_492/hearts.stan,18.0,110.0,0.0,45.0,6.0,4.0,1.0,21.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_412/hearts.stan,13.0,98.0,0.0,38.0,6.0,4.0,1.0,15.0,20.0,0.0,3.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_92/hearts.stan,17.0,107.0,0.0,43.0,5.0,4.0,1.0,19.0,29.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_464/hearts.stan,17.0,108.0,0.0,43.0,6.0,4.0,1.0,21.0,36.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_17/hearts.stan,20.0,114.0,0.0,46.0,6.0,4.0,1.0,24.0,60.0,0.0,10.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_358/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_314/hearts.stan,16.0,101.0,0.0,37.0,4.0,4.0,1.0,15.0,25.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_164/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_539/hearts.stan,18.0,110.0,0.0,44.0,6.0,4.0,1.0,19.0,38.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_67/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_246/hearts.stan,15.0,64.0,0.0,38.0,6.0,4.0,1.0,21.0,29.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_554/hearts.stan,17.0,108.0,0.0,43.0,6.0,4.0,1.0,21.0,40.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_514/hearts.stan,14.0,104.0,0.0,43.0,6.0,4.0,1.0,20.0,33.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_519/hearts.stan,15.0,102.0,0.0,34.0,4.0,4.0,1.0,15.0,33.0,0.0,9.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_156/hearts.stan,18.0,41.0,0.0,46.0,6.0,4.0,1.0,21.0,31.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_172/hearts.stan,16.0,70.0,0.0,42.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_520/hearts.stan,14.0,106.0,0.0,37.0,6.0,4.0,1.0,19.0,38.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_60/hearts.stan,19.0,55.0,0.0,47.0,6.0,4.0,1.0,22.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_399/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,39.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_322/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_521/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,39.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_154/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_130/hearts.stan,17.0,101.0,0.0,34.0,4.0,4.0,1.0,18.0,33.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_49/hearts.stan,15.0,68.0,0.0,39.0,6.0,4.0,1.0,20.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_393/hearts.stan,13.0,96.0,0.0,28.0,4.0,4.0,1.0,15.0,26.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_410/hearts.stan,14.0,104.0,0.0,43.0,6.0,4.0,1.0,20.0,33.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_268/hearts.stan,16.0,104.0,0.0,41.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_32/hearts.stan,19.0,110.0,0.0,44.0,5.0,4.0,1.0,22.0,45.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_200/hearts.stan,16.0,40.0,0.0,44.0,6.0,4.0,1.0,22.0,26.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_57/hearts.stan,15.0,102.0,0.0,41.0,6.0,4.0,1.0,21.0,25.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_254/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,34.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_435/hearts.stan,16.0,108.0,0.0,44.0,6.0,4.0,1.0,18.0,25.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_405/hearts.stan,15.0,104.0,0.0,39.0,6.0,4.0,1.0,20.0,36.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_110/hearts.stan,12.0,97.0,0.0,29.0,4.0,4.0,1.0,13.0,26.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_476/hearts.stan,14.0,105.0,0.0,39.0,6.0,4.0,1.0,15.0,28.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_462/hearts.stan,17.0,107.0,0.0,48.0,6.0,4.0,1.0,22.0,40.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_138/hearts.stan,18.0,110.0,0.0,45.0,6.0,4.0,1.0,21.0,42.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_119/hearts.stan,13.0,98.0,0.0,29.0,4.0,4.0,1.0,14.0,25.0,0.0,4.0,0.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_4/hearts.stan,14.0,62.0,0.0,29.0,4.0,4.0,1.0,16.0,29.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_457/hearts.stan,13.0,98.0,0.0,29.0,4.0,4.0,1.0,14.0,28.0,0.0,4.0,0.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_291/hearts.stan,14.0,64.0,0.0,39.0,6.0,4.0,1.0,16.0,22.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_499/hearts.stan,18.0,74.0,0.0,44.0,6.0,4.0,1.0,22.0,43.0,0.0,6.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_231/hearts.stan,16.0,106.0,0.0,42.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_543/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,39.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_558/hearts.stan,16.0,105.0,0.0,42.0,6.0,4.0,1.0,20.0,31.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_415/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_242/hearts.stan,12.0,97.0,0.0,32.0,4.0,4.0,1.0,13.0,20.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_35/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,19.0,28.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_9/hearts.stan,18.0,110.0,0.0,44.0,6.0,4.0,1.0,22.0,40.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_406/hearts.stan,12.0,96.0,0.0,31.0,4.0,4.0,1.0,12.0,18.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_217/hearts.stan,18.0,44.0,0.0,44.0,6.0,4.0,1.0,22.0,45.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_25/hearts.stan,16.0,52.0,0.0,42.0,6.0,4.0,1.0,17.0,28.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_55/hearts.stan,16.0,108.0,0.0,45.0,6.0,4.0,1.0,22.0,43.0,0.0,8.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_581/hearts.stan,18.0,107.0,0.0,46.0,6.0,4.0,1.0,21.0,36.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_93/hearts.stan,13.0,98.0,0.0,32.0,4.0,4.0,1.0,13.0,21.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_97/hearts.stan,17.0,108.0,0.0,43.0,6.0,4.0,1.0,21.0,36.0,0.0,8.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_132/hearts.stan,15.0,102.0,0.0,40.0,6.0,4.0,1.0,19.0,27.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_334/hearts.stan,16.0,108.0,0.0,45.0,6.0,4.0,1.0,22.0,48.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_179/hearts.stan,17.0,111.0,0.0,42.0,6.0,4.0,1.0,18.0,46.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_52/hearts.stan,15.0,105.0,0.0,39.0,6.0,4.0,1.0,20.0,35.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_313/hearts.stan,18.0,110.0,0.0,44.0,6.0,4.0,1.0,22.0,40.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_299/hearts.stan,17.0,104.0,0.0,42.0,5.0,4.0,1.0,20.0,29.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_199/hearts.stan,14.0,100.0,0.0,39.0,6.0,4.0,1.0,13.0,20.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_50/hearts.stan,15.0,68.0,0.0,41.0,6.0,4.0,1.0,16.0,25.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_39/hearts.stan,14.0,98.0,0.0,29.0,4.0,4.0,1.0,16.0,29.0,0.0,5.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_396/hearts.stan,16.0,104.0,0.0,41.0,5.0,4.0,1.0,19.0,28.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_452/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,19.0,27.0,0.0,3.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_311/hearts.stan,14.0,100.0,0.0,31.0,4.0,4.0,1.0,11.0,25.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_463/hearts.stan,21.0,113.0,0.0,49.0,6.0,4.0,1.0,24.0,48.0,0.0,8.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_106/hearts.stan,15.0,41.0,0.0,40.0,6.0,4.0,1.0,19.0,33.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_213/hearts.stan,18.0,109.0,0.0,44.0,6.0,4.0,1.0,22.0,46.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_598/hearts.stan,15.0,109.0,0.0,43.0,6.0,4.0,1.0,21.0,51.0,0.0,7.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_194/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,19.0,28.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_328/hearts.stan,16.0,52.0,0.0,42.0,6.0,4.0,1.0,20.0,30.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_142/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,22.0,39.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_321/hearts.stan,19.0,109.0,0.0,47.0,6.0,4.0,1.0,19.0,37.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_145/hearts.stan,15.0,104.0,0.0,38.0,6.0,4.0,1.0,20.0,34.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_191/hearts.stan,18.0,110.0,0.0,45.0,6.0,4.0,1.0,21.0,42.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_136/hearts.stan,15.0,104.0,0.0,41.0,6.0,4.0,1.0,16.0,26.0,0.0,2.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_73/hearts.stan,15.0,95.0,0.0,31.0,4.0,4.0,1.0,14.0,25.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_305/hearts.stan,15.0,107.0,0.0,40.0,6.0,4.0,1.0,19.0,33.0,0.0,4.0,0.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_365/hearts.stan,13.0,96.0,0.0,28.0,4.0,4.0,1.0,15.0,26.0,0.0,2.0,0.0,0.0,0.0
