program,0_-1_0,0_-1_-1,0_-2_-1,0_-3_-1,0_-2_0,1_-2_-1,1_-3_-1,1_-2_0,-1_-2_0,0_-3_0,1_-3_0,1_-4_-1,0_-4_0,0_-4_-1,-1_-3_0,1_-4_0,0_-3_1
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_354/climate-challenge_1.stan,0.0,3.0,11.0,494.0,12.0,5.0,30.0,0.0,1.0,537.0,13.0,514.0,14.0,12.0,0.0,9.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_100/climate-challenge_1.stan,0.0,4.0,13.0,1006.0,9.0,5.0,16.0,0.0,1.0,21.0,9.0,3.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_463/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,5.0,25.0,0.0,1.0,536.0,12.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_454/climate-challenge_1.stan,0.0,4.0,11.0,242.0,8.0,5.0,15.0,0.0,1.0,284.0,8.0,267.0,7.0,7.0,0.0,5.0,503.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_61/climate-challenge_1.stan,0.0,4.0,12.0,496.0,11.0,6.0,21.0,0.0,1.0,535.0,10.0,513.0,10.0,9.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_37/climate-challenge_1.stan,0.0,4.0,12.0,243.0,8.0,5.0,16.0,0.0,1.0,285.0,8.0,266.0,7.0,7.0,0.0,4.0,503.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_477/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,6.0,32.0,0.0,1.0,546.0,12.0,516.0,8.0,9.0,0.0,8.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_518/climate-challenge_1.stan,0.0,4.0,11.0,498.0,12.0,6.0,20.0,0.0,1.0,535.0,9.0,515.0,9.0,8.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_268/climate-challenge_1.stan,0.0,4.0,10.0,502.0,11.0,5.0,25.0,0.0,1.0,536.0,8.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_118/climate-challenge_1.stan,0.0,4.0,12.0,494.0,8.0,4.0,31.0,0.0,1.0,544.0,10.0,516.0,7.0,9.0,0.0,8.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_12/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_203/climate-challenge_1.stan,0.0,4.0,10.0,502.0,9.0,5.0,16.0,0.0,1.0,532.0,5.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_41/climate-challenge_1.stan,0.0,4.0,10.0,842.0,8.0,3.0,16.0,0.0,1.0,181.0,6.0,166.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_228/climate-challenge_1.stan,0.0,4.0,13.0,495.0,13.0,5.0,33.0,0.0,1.0,540.0,15.0,514.0,14.0,13.0,0.0,9.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_549/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_473/climate-challenge_1.stan,0.0,4.0,13.0,494.0,9.0,5.0,16.0,0.0,1.0,531.0,10.0,514.0,8.0,6.0,0.0,4.0,1002.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_154/climate-challenge_1.stan,0.0,4.0,11.0,498.0,11.0,5.0,25.0,0.0,1.0,536.0,11.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_234/climate-challenge_1.stan,0.0,4.0,10.0,502.0,12.0,6.0,22.0,0.0,1.0,535.0,8.0,515.0,10.0,7.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_138/climate-challenge_1.stan,0.0,4.0,13.0,242.0,12.0,6.0,20.0,0.0,1.0,288.0,10.0,268.0,9.0,8.0,0.0,5.0,503.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_246/climate-challenge_1.stan,0.0,4.0,11.0,498.0,9.0,5.0,15.0,0.0,1.0,532.0,8.0,515.0,7.0,7.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_251/climate-challenge_1.stan,0.0,3.0,8.0,501.0,10.0,5.0,21.0,0.0,1.0,533.0,6.0,514.0,10.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_414/climate-challenge_1.stan,0.0,4.0,10.0,502.0,9.0,5.0,16.0,0.0,1.0,531.0,6.0,514.0,8.0,6.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_19/climate-challenge_1.stan,0.0,4.0,11.0,498.0,9.0,5.0,15.0,0.0,1.0,531.0,8.0,514.0,7.0,6.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_531/climate-challenge_1.stan,0.0,4.0,11.0,861.0,7.0,3.0,16.0,0.0,1.0,164.0,5.0,146.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_498/climate-challenge_1.stan,0.0,4.0,10.0,498.0,7.0,4.0,13.0,0.0,1.0,529.0,7.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_164/climate-challenge_1.stan,0.0,4.0,13.0,70.0,11.0,6.0,18.0,0.0,1.0,83.0,10.0,64.0,8.0,7.0,0.0,4.0,128.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_250/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,5.0,25.0,0.0,1.0,536.0,12.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_457/climate-challenge_1.stan,0.0,3.0,8.0,501.0,10.0,5.0,21.0,0.0,1.0,533.0,6.0,514.0,10.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_386/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,6.0,18.0,0.0,1.0,533.0,10.0,514.0,8.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_408/climate-challenge_1.stan,0.0,3.0,8.0,501.0,9.0,5.0,18.0,0.0,1.0,531.0,6.0,513.0,9.0,7.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_166/climate-challenge_1.stan,0.0,4.0,10.0,494.0,8.0,3.0,16.0,0.0,1.0,528.0,6.0,513.0,7.0,7.0,0.0,4.0,1002.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_524/climate-challenge_1.stan,0.0,3.0,8.0,491.0,8.0,2.0,21.0,0.0,1.0,528.0,7.0,513.0,11.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_411/climate-challenge_1.stan,0.0,3.0,11.0,494.0,10.0,5.0,21.0,0.0,1.0,533.0,10.0,514.0,10.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_128/climate-challenge_1.stan,0.0,4.0,11.0,498.0,9.0,5.0,16.0,0.0,1.0,532.0,8.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_336/climate-challenge_1.stan,0.0,3.0,11.0,494.0,14.0,5.0,39.0,0.0,1.0,541.0,16.0,514.0,18.0,15.0,0.0,12.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_229/climate-challenge_1.stan,0.0,4.0,13.0,1006.0,9.0,5.0,16.0,0.0,1.0,21.0,9.0,3.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_470/climate-challenge_1.stan,0.0,4.0,13.0,494.0,11.0,5.0,24.0,0.0,1.0,535.0,11.0,513.0,10.0,10.0,0.0,7.0,1001.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_22/climate-challenge_1.stan,0.0,4.0,13.0,494.0,8.0,5.0,13.0,0.0,1.0,529.0,9.0,512.0,6.0,5.0,0.0,4.0,1001.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_239/climate-challenge_1.stan,0.0,3.0,10.0,494.0,9.0,4.0,21.0,0.0,1.0,532.0,9.0,514.0,10.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_362/climate-challenge_1.stan,0.0,4.0,10.0,496.0,8.0,4.0,16.0,0.0,1.0,529.0,8.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_482/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_552/climate-challenge_1.stan,0.0,3.0,10.0,493.0,12.0,4.0,25.0,0.0,1.0,534.0,8.0,513.0,12.0,11.0,0.0,7.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_302/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,5.0,25.0,0.0,1.0,536.0,12.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_350/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,20.0,0.0,1.0,535.0,10.0,514.0,9.0,9.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_418/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,5.0,25.0,0.0,1.0,536.0,12.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_598/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,22.0,0.0,1.0,535.0,12.0,514.0,10.0,8.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_67/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,22.0,0.0,1.0,535.0,12.0,514.0,10.0,8.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_319/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,22.0,0.0,1.0,535.0,12.0,514.0,10.0,8.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_387/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,21.0,0.0,1.0,535.0,11.0,515.0,10.0,8.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_434/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_553/climate-challenge_1.stan,0.0,4.0,10.0,495.0,8.0,4.0,16.0,0.0,1.0,529.0,8.0,514.0,7.0,7.0,0.0,4.0,1002.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_21/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,5.0,25.0,0.0,1.0,536.0,12.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_72/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,20.0,0.0,1.0,535.0,10.0,515.0,9.0,8.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_496/climate-challenge_1.stan,0.0,3.0,11.0,494.0,10.0,5.0,21.0,0.0,1.0,533.0,10.0,514.0,10.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_36/climate-challenge_1.stan,0.0,4.0,10.0,496.0,8.0,4.0,16.0,0.0,1.0,529.0,8.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_419/climate-challenge_1.stan,0.0,4.0,10.0,502.0,11.0,5.0,26.0,0.0,1.0,537.0,8.0,514.0,11.0,11.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_224/climate-challenge_1.stan,0.0,4.0,11.0,498.0,9.0,5.0,16.0,0.0,1.0,532.0,8.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_593/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_78/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_223/climate-challenge_1.stan,0.0,3.0,11.0,494.0,9.0,5.0,18.0,0.0,1.0,531.0,10.0,513.0,9.0,7.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_397/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_281/climate-challenge_1.stan,0.0,4.0,10.0,502.0,8.0,5.0,13.0,0.0,1.0,530.0,5.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_589/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,22.0,0.0,1.0,535.0,11.0,514.0,10.0,9.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_146/climate-challenge_1.stan,0.0,4.0,12.0,494.0,11.0,4.0,22.0,0.0,1.0,533.0,9.0,514.0,10.0,7.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_435/climate-challenge_1.stan,0.0,4.0,13.0,494.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1002.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_38/climate-challenge_1.stan,0.0,3.0,7.0,495.0,8.0,3.0,21.0,0.0,1.0,529.0,6.0,512.0,10.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_106/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,20.0,0.0,1.0,535.0,10.0,515.0,9.0,8.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_373/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_406/climate-challenge_1.stan,0.0,4.0,10.0,495.0,8.0,3.0,16.0,0.0,1.0,528.0,6.0,513.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_367/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,22.0,0.0,1.0,535.0,12.0,514.0,10.0,8.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_119/climate-challenge_1.stan,0.0,4.0,13.0,495.0,11.0,5.0,25.0,0.0,1.0,536.0,12.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_42/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_480/climate-challenge_1.stan,0.0,4.0,11.0,498.0,11.0,5.0,25.0,0.0,1.0,536.0,11.0,514.0,11.0,10.0,0.0,7.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_211/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_404/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_284/climate-challenge_1.stan,0.0,4.0,12.0,844.0,8.0,5.0,15.0,0.0,1.0,184.0,8.0,166.0,7.0,7.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_16/climate-challenge_1.stan,0.0,4.0,11.0,494.0,11.0,6.0,22.0,0.0,1.0,533.0,11.0,512.0,10.0,8.0,0.0,6.0,1001.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_581/climate-challenge_1.stan,0.0,4.0,12.0,493.0,8.0,3.0,15.0,0.0,1.0,530.0,6.0,514.0,7.0,7.0,0.0,5.0,1002.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_310/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_326/climate-challenge_1.stan,0.0,4.0,10.0,496.0,8.0,4.0,16.0,0.0,1.0,529.0,8.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_17/climate-challenge_1.stan,0.0,4.0,12.0,494.0,8.0,3.0,16.0,0.0,1.0,530.0,6.0,513.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_255/climate-challenge_1.stan,0.0,4.0,11.0,495.0,8.0,5.0,16.0,0.0,1.0,531.0,8.0,513.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_439/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,20.0,0.0,1.0,535.0,10.0,514.0,9.0,9.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_136/climate-challenge_1.stan,0.0,4.0,13.0,242.0,11.0,5.0,25.0,0.0,1.0,289.0,12.0,267.0,11.0,10.0,0.0,7.0,503.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_380/climate-challenge_1.stan,0.0,4.0,12.0,496.0,11.0,6.0,22.0,0.0,1.0,535.0,11.0,514.0,10.0,7.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_139/climate-challenge_1.stan,0.0,4.0,13.0,495.0,14.0,6.0,29.0,0.0,1.0,539.0,13.0,514.0,13.0,12.0,0.0,8.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_451/climate-challenge_1.stan,0.0,4.0,13.0,495.0,15.0,7.0,24.0,0.0,1.0,538.0,11.0,514.0,11.0,11.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_27/climate-challenge_1.stan,0.0,4.0,13.0,242.0,9.0,5.0,16.0,0.0,1.0,285.0,9.0,267.0,7.0,7.0,0.0,4.0,503.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_48/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_356/climate-challenge_1.stan,0.0,4.0,13.0,495.0,14.0,6.0,28.0,0.0,1.0,539.0,12.0,514.0,12.0,12.0,0.0,8.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_592/climate-challenge_1.stan,0.0,4.0,10.0,502.0,9.0,5.0,15.0,0.0,1.0,532.0,5.0,515.0,7.0,7.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_123/climate-challenge_1.stan,0.0,4.0,10.0,496.0,7.0,4.0,13.0,0.0,1.0,527.0,8.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_328/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_263/climate-challenge_1.stan,0.0,3.0,11.0,494.0,10.0,5.0,21.0,0.0,1.0,533.0,10.0,514.0,10.0,9.0,0.0,6.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_360/climate-challenge_1.stan,0.0,4.0,11.0,71.0,10.0,5.0,25.0,0.0,1.0,84.0,11.0,62.0,11.0,10.0,0.0,7.0,128.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_476/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,22.0,0.0,1.0,535.0,12.0,514.0,10.0,8.0,0.0,6.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_175/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,15.0,0.0,1.0,532.0,9.0,515.0,7.0,7.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_111/climate-challenge_1.stan,0.0,4.0,13.0,495.0,8.0,5.0,13.0,0.0,1.0,530.0,9.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_218/climate-challenge_1.stan,0.0,4.0,8.0,492.0,6.0,2.0,16.0,0.0,1.0,526.0,5.0,512.0,8.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_89/climate-challenge_1.stan,0.0,3.0,11.0,494.0,10.0,5.0,20.0,0.0,1.0,533.0,10.0,515.0,10.0,9.0,0.0,7.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_299/climate-challenge_1.stan,0.0,4.0,10.0,502.0,8.0,5.0,13.0,0.0,1.0,530.0,5.0,513.0,6.0,5.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_258/climate-challenge_1.stan,0.0,4.0,13.0,495.0,12.0,6.0,20.0,0.0,1.0,535.0,10.0,515.0,9.0,8.0,0.0,5.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_403/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_391/climate-challenge_1.stan,0.0,4.0,10.0,496.0,8.0,4.0,16.0,0.0,1.0,529.0,8.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_68/climate-challenge_1.stan,0.0,3.0,11.0,494.0,13.0,6.0,25.0,0.0,1.0,536.0,11.0,514.0,12.0,11.0,0.0,7.0,1000.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_584/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_579/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_134/climate-challenge_1.stan,0.0,4.0,11.0,498.0,9.0,5.0,16.0,0.0,1.0,532.0,8.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_231/climate-challenge_1.stan,0.0,4.0,13.0,495.0,9.0,5.0,16.0,0.0,1.0,532.0,9.0,514.0,7.0,7.0,0.0,4.0,1003.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_95/climate-challenge_1.stan,0.0,4.0,11.0,494.0,8.0,5.0,16.0,0.0,1.0,531.0,8.0,513.0,7.0,7.0,0.0,4.0,1002.0
programs/mixture_mutants_5/progs20190621-210318795082/progs20190621-210318795082_prob_rand_33/climate-challenge_1.stan,0.0,4.0,14.0,495.0,10.0,5.0,22.0,0.0,1.0,539.0,11.0,516.0,8.0,8.0,0.0,5.0,1003.0
